sensor_nitrogen,sensor_phosphorus,sensor_potassium,soil_pH,soil_moisture_percent,soil_electrical_conductivity_us_cm,soil_temperature_celsius,crop_type,season,,,,,fertilizer_urea_kg_per_ha,fertilizer_dap_kg_per_ha,fertilizer_map_kg_per_ha,fertilizer_mop_kg_per_ha,fertilizer_sop_kg_per_ha,fertilizer_can_kg_per_ha,fertilizer_ssp_kg_per_ha,fertilizer_ammonium_sulfate_kg_per_ha,post_application_nitrogen,post_application_phosphorus,post_application_potassium,crop_yield_t_per_ha,soil_organic_carbon_percent,soil_sulfur_percent,soil_calcium_meq_per_100g,soil_magnesium_meq_per_100g
149.6442395,16.15058368,295.9488372,6.787514149,13.99629772,1527.704303,10.54954537,Soybean,Kharif,,,,,128.4045897,54.11526362,48.84697621,56.46989361,19.85485333,68.33927713,38.49642165,99.74603494,172.6560002,74.98270862,335.9574529,7.630953032,0.41607954,0.016475013,12.55612183,9.7455985
258.1956924,66.23370923,381.4914455,6.838884537,28.97188769,1888.535346,30.06743513,Wheat,Kharif,,,,,132.5058111,62.13982819,41.4518754,31.78666912,25.79427862,47.13324728,75.17882344,88.72145235,220.4147495,35.77301084,326.3033978,8.333386885,1.261681043,0.012507051,9.042570107,8.392417104
300.6499941,51.27314334,361.3613447,6.392214938,13.84977587,1385.572744,29.70087874,Wheat,Rabi,,,,,64.57470229,48.91060893,31.71094009,80.9085261,37.3321461,43.87127375,39.7307554,20.61366394,122.5689984,35.19923496,418.3845599,8.255473128,0.947785684,0.017793837,14.75365263,9.624734984
229.9042191,14.07022355,329.819433,6.384472897,27.35477525,790.4674708,17.43035285,Groundnut,Zaid,,,,,69.84958342,70.08476252,48.27187298,88.17084423,45.67166846,23.31073566,122.2761412,24.04445676,333.3938731,61.24630929,419.3974766,2.832005407,0.488224383,0.039398427,10.03690006,7.851937747
223.0056562,28.05781402,336.534203,7.571388995,30.80266384,1882.544228,13.3906654,Soybean,Zaid,,,,,151.5499408,22.44546939,16.15400221,38.75095831,22.62189895,22.60814176,46.95779681,68.80635521,276.8294419,50.52397814,164.7315398,4.228664378,0.865715818,0.017785092,10.50868757,9.020993115
145.3001185,52.49032532,299.495471,7.473232121,31.01834489,623.576875,13.64071617,Rice,Rabi,,,,,151.2569933,97.59130735,29.1396344,39.48210304,18.61942488,42.29558834,136.1708292,70.10048649,372.1902284,86.42277621,167.8749163,4.080681089,0.382035,0.033374096,16.73936501,8.648030339
105.1377473,14.04103609,178.0860573,6.269489579,32.60416332,731.1277919,27.43579043,Groundnut,Rabi,,,,,196.8655091,93.97671936,31.50422827,87.55567998,33.74783915,62.44048801,93.62663839,90.25526753,128.6886891,44.99213801,371.4430707,9.476698251,0.996515836,0.033612661,13.27950082,4.030707854
322.2482546,44.93022761,372.1585092,7.78447111,36.18578265,1431.535994,26.07016478,Cotton,Kharif,,,,,156.7929482,94.82161301,29.67665679,94.53351721,12.68788392,64.50971972,143.8167383,70.32457396,195.9893915,73.16889225,435.770382,5.899732592,0.708365784,0.021776924,19.29762277,3.836291388
323.1128754,30.75298342,301.2196936,7.882037543,24.99876976,1554.100969,29.56864186,Barley,Kharif,,,,,123.9865244,49.20027965,42.09673149,85.35283857,38.58166806,59.52219943,64.84330954,38.21716308,324.7504641,60.81649204,339.9495139,2.888457062,0.424234236,0.012749051,10.38951802,8.915067404
250.9373935,47.25493107,268.1321893,6.316856355,31.90747569,1865.866619,33.43702931,Cotton,Zaid,,,,,178.5991735,62.55127661,36.81611564,44.05214644,38.12554173,52.79045472,84.51793823,57.48129822,309.0418374,23.82032644,255.7346095,4.316623247,0.52037262,0.025968021,17.41760744,2.6774219
171.5380436,12.74452203,133.2968408,6.386062372,28.57518206,489.1245772,27.29818408,Rice,Rabi,,,,,65.67094787,96.33044824,15.06633864,58.80648536,24.19864124,40.18332714,113.3096355,84.71883205,188.0560834,25.90698836,345.5461361,8.975213188,0.714843246,0.017471417,16.07506304,5.268508838
174.2865851,62.29220837,234.1166631,6.764085384,15.59919819,1616.196267,13.89628841,Groundnut,Kharif,,,,,117.3943731,92.18768451,23.85805229,72.05896981,45.70710613,52.05555453,129.8295975,93.82599717,286.7925658,34.22095417,195.5078202,8.776531025,1.267688945,0.017378928,18.35283391,8.565262162
276.0080333,68.40933815,238.1074814,7.852802031,10.77068935,1503.237501,16.08606542,Barley,Zaid,,,,,93.06636664,83.21955807,23.56307394,41.22054317,30.08724566,31.10079723,80.56285053,38.95320952,342.2521429,30.0206836,449.3288789,9.202715868,0.508506835,0.030903555,19.35187059,8.505914655
322.2197702,68.13267132,359.3690829,7.690798583,18.53624157,221.2096569,31.05484327,Groundnut,Zaid,,,,,65.69567104,52.58652719,32.62528771,44.74217448,35.83059803,29.22073832,137.0919046,63.1683788,129.3465969,43.05600428,262.2581219,5.108230182,0.431597066,0.036924846,5.115147771,3.110262485
319.5133346,54.9791099,263.9944661,5.756419906,23.29101119,835.7239683,15.2326519,Wheat,Zaid,,,,,164.5253127,65.14713785,21.65833671,49.80202504,18.38313928,43.99546055,44.158465,32.71420401,320.9359511,60.52922412,427.4563808,7.130727692,0.919126808,0.013016602,6.324466218,5.901678407
290.5663974,17.80517441,214.1201647,6.481826858,28.51317833,637.2543684,11.81305792,Barley,Kharif,,,,,126.6188046,83.43299794,14.69087078,65.66592892,26.69361341,99.62790371,115.0421663,59.75997591,190.5871782,62.16537801,262.1633574,4.225391359,0.970436357,0.033132856,15.11508232,5.838659222
253.3485445,55.49579176,393.0400986,6.883427974,35.49877992,678.5318063,27.58200135,Sorghum,Kharif,,,,,133.515308,41.84095964,36.14730663,65.7563421,44.49670161,46.1197558,71.78387787,27.20912966,385.3983608,61.14374496,426.2861278,3.446602649,0.408289581,0.019848066,10.8529979,4.58977162
102.7177905,11.47521499,133.216178,6.757831181,15.8873715,1967.599071,20.06315889,Soybean,Rabi,,,,,111.6882782,70.11594946,44.04147754,87.00061635,18.51758191,94.91651123,42.1602581,95.3382456,270.701662,28.23260442,230.7761957,2.175208607,0.641381375,0.036931922,17.28687653,9.337449161
123.6397528,11.32741309,226.7645285,5.98465767,13.7664937,1321.277086,33.00100131,Cotton,Rabi,,,,,119.0505847,86.23474599,47.26432382,82.71071405,25.6229751,51.38097166,76.39974682,71.04451666,129.3481311,62.01577876,370.9791849,3.787527598,0.615316845,0.042408633,5.179697445,7.224940896
322.6096309,29.41661315,112.6074026,7.647041928,38.90439842,1463.5847,26.25637678,Barley,Zaid,,,,,67.40260807,76.59638334,48.90313671,93.96149726,22.72306178,55.1207993,135.6258749,88.33733934,232.9605733,48.68228208,433.8306641,6.834993095,0.523465931,0.042280545,17.10466104,9.841499919
243.7358461,39.31859142,321.9712362,7.192351957,13.24133678,1955.573511,12.26047444,Soybean,Zaid,,,,,150.9376736,58.3584505,41.24467385,88.3031206,16.04440739,83.76503066,147.6640646,99.86361393,390.5673203,83.21368657,333.1736238,9.233682509,0.678765753,0.024794454,7.028629975,2.534129687
82.48320394,56.22444507,375.4229657,7.594770937,24.3547321,816.6833867,33.69641418,Groundnut,Kharif,,,,,114.8671039,66.76866876,15.58809713,47.77142838,21.58871673,27.4910662,77.13598285,34.61327958,324.5044381,83.83889373,343.5965245,3.067364426,0.344530214,0.032690787,9.353735659,5.154801383
107.3973166,50.9977226,184.0111989,7.646910698,27.56691186,1623.49632,16.46393159,Rice,Kharif,,,,,172.515136,99.09404345,44.12447297,53.19077385,19.31089134,34.58506589,136.3699665,75.5314732,204.134121,73.77216787,153.952461,9.344092488,1.08185974,0.041747807,19.536173,8.681100497
259.1454777,36.75416238,357.502503,7.370889634,26.24123263,925.6088303,18.43031226,Barley,Rabi,,,,,79.44308002,68.15902357,25.99840294,65.02962705,46.94374522,97.9072212,91.15852995,90.95890348,281.0748424,69.21750058,276.4925826,4.763081879,1.486184574,0.01243241,5.773971703,5.381485354
81.36662764,26.41759998,187.6654691,6.598026503,12.58096471,1752.113976,20.05651034,Soybean,Rabi,,,,,80.75826401,82.84942032,39.19645255,30.99897942,39.64315218,60.4733872,116.0418045,66.07505339,287.7483796,28.04669021,412.629284,5.414627261,1.060856121,0.034224973,10.23560919,4.095024216
123.4181739,69.82747001,373.2310485,7.026366888,11.71080742,443.2493285,11.28060741,Groundnut,Rabi,,,,,146.8639357,78.12838115,31.2507202,93.27314044,22.64406327,23.54477458,35.44457067,71.17571027,126.537485,25.92859481,199.500246,4.919828324,0.733291741,0.043460879,6.267931635,9.982460355
228.1581231,35.57087813,326.1885711,5.900913515,13.16450282,1900.603736,22.41288556,Groundnut,Kharif,,,,,176.9005135,76.11924924,43.14424535,33.10409488,40.53356213,23.79045864,96.87743664,52.61368716,170.0733411,78.85835836,380.1597945,5.268865119,1.101492361,0.02489428,17.80406609,8.984999118
266.8117034,37.08322146,341.4720331,7.184113544,27.56763052,515.666246,13.08296228,Groundnut,Zaid,,,,,120.8296758,77.30952441,27.02022931,52.57088896,10.88559812,92.5792547,38.41943235,73.9808667,274.4975427,49.89110715,342.9842623,4.073545194,0.985819105,0.028216325,15.54524184,6.37178929
256.0295401,19.81742927,105.4019667,5.948133139,26.33034663,719.8189633,20.02425817,Rice,Rabi,,,,,159.0430803,56.3527801,12.47175243,69.84223538,31.06098843,89.86920716,62.23415485,51.64623318,232.7707164,51.59535926,193.5853684,7.588837426,1.316109517,0.037949123,17.00506082,6.49367389
140.5527136,57.68857292,388.8431071,7.234873976,17.01222376,1536.765245,18.7677447,Wheat,Rabi,,,,,199.8994882,57.93281396,32.27294844,66.2488972,20.01338255,56.67192856,98.0177191,58.12957105,173.2105881,79.3455163,213.3210977,8.065464882,1.046249473,0.012715388,12.90919268,2.054903685
272.2883898,51.62093355,318.0012976,6.073995402,29.13322426,848.134769,29.32100209,Rice,Kharif,,,,,198.539846,57.42901899,16.85162219,75.8121925,14.57288287,33.05776688,126.859652,28.23293941,336.3472458,63.50016713,261.095097,8.584903127,1.060891626,0.025425438,10.3658003,9.847956647
144.0572536,23.24617677,191.4253286,5.79387825,34.60202506,1255.601616,30.07926279,Rice,Rabi,,,,,161.6505264,22.66036858,48.62070529,66.92641227,45.35034113,86.42276851,97.30723726,20.62467201,256.9185666,32.55850686,161.2926411,4.730316667,0.565997026,0.021828431,5.034104294,8.450361295
167.8579185,14.94286274,348.8183995,5.913211225,11.2473688,944.689652,13.83532206,Sorghum,Zaid,,,,,160.9379735,39.28522643,31.07852263,46.0300998,17.97362137,45.96800858,142.3429849,24.41208993,206.7924799,34.77092603,421.4125281,8.117015128,0.798752686,0.01067977,9.168909681,2.293834876
281.5526794,50.82995812,184.4563595,5.504980338,24.94389831,1510.50288,19.16377968,Cotton,Kharif,,,,,87.14283308,32.36512053,32.14235175,44.07547315,42.89564372,53.52467189,127.2399009,35.40173128,165.269657,20.44640183,363.9880097,7.10140286,0.713299272,0.017838906,12.7183032,3.410641537
255.4008827,49.27067286,361.8261519,7.296849045,30.67931236,533.8293795,19.33382903,Groundnut,Rabi,,,,,175.0309447,90.91560091,46.29062851,93.50729484,26.5289071,74.59811032,48.74881753,56.52830557,291.1257416,69.74690658,240.438153,9.663328695,0.313710225,0.025835343,14.96543055,8.568249842
309.2903208,26.39557162,133.7741171,7.331002623,17.56935781,211.0701758,13.7852611,Soybean,Rabi,,,,,110.7653191,41.99754932,34.98340981,48.47767157,10.5716308,48.27186827,76.67501828,21.67952567,306.5531647,53.99281609,218.8896135,5.398281334,0.675936875,0.017897148,8.434061322,2.694924386
257.5554809,67.05181374,311.1057932,6.787333375,19.23312716,669.8658552,29.96133763,Barley,Kharif,,,,,194.2990865,31.07541076,22.10917509,49.66840637,39.30131317,70.29359414,110.2182513,32.47493113,307.4872206,86.4974739,347.5610272,9.938477823,0.883274549,0.034095933,7.083512694,9.53428582
233.4433229,19.06347351,262.209543,5.903407003,28.40913709,1001.186463,27.68070821,Cotton,Kharif,,,,,62.21415331,29.58135455,21.84378468,58.90670273,33.85439033,90.82261684,142.6087238,82.51556831,181.6804609,69.98089609,259.9929042,7.92315224,1.01981836,0.027946104,8.02422293,9.999128497
105.2921873,35.94008806,128.9603411,5.708885844,36.9380588,419.2380992,14.75954466,Groundnut,Rabi,,,,,115.3760553,75.99918676,30.063146,39.7606829,23.76687533,83.7898615,148.5259042,80.97332466,286.694754,27.22068625,195.6810687,8.21022204,1.421482736,0.011579252,10.31114078,9.091462477
179.2832668,66.61695521,172.5681485,5.547822416,34.29773261,774.1148503,19.16804771,Maize,Zaid,,,,,133.3760732,20.48666487,44.66432916,65.50909911,21.26183736,50.52888591,121.5823726,83.17842333,373.5138102,31.3079022,261.9497485,2.205638881,0.586936511,0.021001611,7.225674368,7.911231915
151.6046393,35.18363902,103.7212109,5.914370442,27.49390657,859.9677348,12.64512562,Rice,Kharif,,,,,110.7734311,57.70435214,41.78917363,76.55222332,12.94765009,43.03492438,98.85231667,93.72327546,218.8925282,55.12072527,407.5280045,5.979186811,0.482914789,0.010779071,7.352260016,5.898258809
145.8772037,48.31155686,240.6303896,7.727138837,31.90665153,209.044503,25.70516493,Maize,Zaid,,,,,81.58687858,29.50968845,48.50962344,85.02003445,47.65702379,42.8408359,120.7931628,29.52568006,179.0147411,84.74119181,142.6401901,6.226693698,1.343334827,0.024325407,5.6562755,2.659436611
342.7128498,33.85566388,190.3795782,6.103842104,20.94467411,1208.283772,13.03429811,Groundnut,Rabi,,,,,138.9482733,87.97307021,12.87544491,79.80179693,29.75939539,47.88729203,62.78837034,33.0511901,336.2018645,37.30757629,241.5582216,2.324800815,1.430216993,0.020364401,17.85087792,7.843569855
186.1363857,26.45291214,279.5072453,6.385678318,29.22896584,1780.252513,34.64835422,Cotton,Zaid,,,,,163.3876872,96.67602852,20.73304276,40.33451749,13.4209807,59.48135894,64.03236327,46.68428917,169.5272232,77.79061413,437.5720096,4.497049788,0.885545098,0.037527471,8.296379361,5.174921232
320.8525699,69.03865888,189.1713423,5.763363711,23.98544773,388.3115346,29.51705187,Soybean,Rabi,,,,,146.7257894,96.7003693,13.20830831,61.92470015,44.74718871,53.32779846,108.5219215,93.21129592,191.0496417,41.85906941,124.894508,9.645153445,0.438259874,0.022296277,17.32853659,6.561829049
250.407429,34.56004038,189.9757335,6.055903262,15.69808409,1235.835225,19.75596374,Cotton,Rabi,,,,,85.16732732,55.35712872,40.04316776,32.70103406,21.15332691,30.64032168,134.6202692,82.03821944,148.1804304,38.89280327,413.9113048,5.408891491,0.882465959,0.025006347,11.57464079,4.347123809
294.599052,63.64595222,322.9579596,6.798061427,31.05214822,1363.004489,24.46409831,Sorghum,Rabi,,,,,159.7411917,71.56118595,15.63334757,31.24585977,18.14410863,33.07646867,146.3771387,45.92970179,195.0048085,83.09749245,243.6951205,3.493615876,0.431331993,0.039013357,14.48656722,3.937248076
215.7120151,23.79727635,114.4428508,7.019381708,26.69393912,896.7358928,32.78354541,Soybean,Rabi,,,,,88.53467091,67.97633092,13.99545272,60.80912928,21.23749753,47.43436875,70.9601521,27.01086542,234.8938185,23.30691145,182.5410075,6.106709656,1.359822694,0.029236707,6.135532042,4.594375669
235.7640488,22.78628224,370.8684986,6.113380785,20.75864746,1432.085416,23.85248201,Soybean,Zaid,,,,,76.28035444,48.00311211,32.46688828,47.70723461,32.58285834,64.965128,125.5864348,69.31040209,137.9642013,66.25187271,124.9433167,2.270124618,1.149780126,0.032258175,13.75370748,8.510624187
212.9797773,11.86804497,355.6791623,5.644330398,37.3401757,880.3899326,14.36246216,Groundnut,Rabi,,,,,153.6002023,55.52515931,26.45938848,77.83525564,12.96225938,67.41311601,132.1836966,40.54553326,364.0784951,23.021726,143.2725245,6.1279096,0.589364421,0.043653867,9.349931048,5.411932321
132.7156067,49.10000952,300.341405,6.477582173,10.62802353,1058.810847,19.46758389,Wheat,Rabi,,,,,176.4180869,25.14589578,38.60405355,80.69685508,29.27027636,58.89656519,104.7807892,62.49220528,263.8289418,76.05346506,176.7083102,6.754146448,1.364028832,0.018275532,6.428149297,4.493663296
275.0620711,32.11158062,277.966471,6.085508427,19.47319454,113.9707847,31.07862163,Groundnut,Zaid,,,,,122.2309172,83.65592261,29.48061567,92.67826072,45.8297378,79.1020705,71.71102587,95.34426877,284.6690169,78.05830485,128.3850487,4.8615549,1.065482075,0.049567421,18.62348744,5.463763178
155.8085379,61.86149499,367.6907494,6.048884808,11.70644193,1414.268217,26.1053254,Rice,Kharif,,,,,129.708769,39.26428097,27.01338384,83.24777595,17.52686383,78.9799031,104.2906278,65.80937963,223.9600118,82.53496023,230.8304565,8.100609585,1.443916004,0.046004204,14.05442064,2.258298928
86.56531094,38.3925944,155.5990539,7.899657007,32.99581949,1356.55109,26.26810961,Cotton,Zaid,,,,,95.41213557,56.84218649,27.02001795,33.37708862,23.24755089,54.21019773,100.1338685,93.90675491,307.5538643,33.02630431,134.8147277,3.085712616,1.476575819,0.021462113,8.625614409,9.124834263
254.2775199,68.09160567,123.6907487,7.040751215,31.06322362,172.9616669,31.67053714,Soybean,Zaid,,,,,124.1927023,58.44965869,44.87505522,56.01361073,25.8448786,29.95526486,102.7830607,51.44310288,240.898886,28.71487091,348.4313004,9.025467279,0.303938147,0.045717537,11.29472016,6.414092473
127.8198834,21.13153094,171.853051,6.892196108,19.94056656,799.6752041,32.34932644,Groundnut,Zaid,,,,,69.7974497,64.85693913,25.80902603,49.11163462,33.44882846,62.41398158,104.3112257,70.66810698,333.1678569,55.24745326,390.2393475,9.643559283,0.444257051,0.040158246,10.35350201,2.838609817
333.9238178,62.11739008,338.3734836,6.539437759,30.26988707,1960.160498,32.99481429,Groundnut,Rabi,,,,,193.3746245,85.43013103,23.33588511,57.02927149,46.77016986,50.51752512,131.6469829,91.51119792,349.9926002,39.01428351,412.8630948,2.009876197,0.956306797,0.047230259,15.50869499,4.307255456
337.5607158,56.59581117,110.40108,6.572360834,21.87811679,899.3994689,12.37122983,Cotton,Rabi,,,,,170.054098,75.35048369,23.54140308,41.20529613,25.78156833,31.03383918,50.40978159,67.03898493,308.1177513,62.44082306,301.2122997,8.74177328,1.447023449,0.037645408,14.11149764,9.868421991
327.0133854,56.25531068,274.8420505,6.85226251,32.68761374,1053.69627,23.60315005,Cotton,Rabi,,,,,150.1959591,73.04504393,17.86403187,36.83928726,12.76611363,98.5453768,74.07527371,69.19189416,257.5739734,55.96231034,432.3481486,6.048841191,1.493080363,0.036979095,5.296732641,6.744459411
179.9428491,60.68699369,398.6312549,7.241074518,23.62550988,1828.867301,28.51273803,Sorghum,Kharif,,,,,130.7291558,62.13963966,44.42755402,66.46891798,23.91803446,49.58043114,100.3202073,77.30463857,339.0354182,30.13964772,121.8629987,5.691245071,0.980889522,0.010138576,7.967404844,4.331239095
84.17328646,55.66143946,356.7088282,7.25536524,22.36839183,1462.797564,28.92317113,Soybean,Rabi,,,,,168.8253704,27.6764604,15.8652326,80.42669176,17.6034165,70.06382717,63.99932863,90.56862058,258.3998872,71.74893457,164.2260463,3.909432855,0.508561787,0.028984461,12.17191958,5.410765291
330.6460119,47.5732193,256.4337067,5.929234769,38.04189746,1205.933249,25.16790505,Barley,Kharif,,,,,124.2135859,52.16067773,46.34442951,79.13376314,36.07097915,59.21030891,147.3783747,27.0544049,151.2227732,76.2649065,216.7447736,5.578600329,0.495660024,0.018010744,11.68228688,4.067798235
195.60972,17.87469266,119.0922728,6.75028188,17.526373,1615.828895,14.16968338,Sorghum,Rabi,,,,,94.99608622,96.5853481,21.33870888,61.56610255,11.17048437,31.42626234,61.57803115,46.94875057,152.5752625,87.41301157,380.3780658,9.603417197,1.21662931,0.022963258,12.75012323,2.254434057
340.9968011,11.95157077,349.4120543,6.529895238,13.6134202,1742.295906,29.93551385,Maize,Zaid,,,,,74.05613528,99.64384602,45.97707289,66.55952904,21.67719884,24.44348987,86.35546568,51.81477809,385.6032791,47.68772135,412.1784162,3.686301072,1.010325214,0.049152625,15.7221625,8.736240257
340.1773938,65.25087087,279.6935525,7.676317416,27.5362934,968.0873363,28.00278334,Rice,Rabi,,,,,147.1378383,78.43985169,41.63282627,66.14301058,31.80694029,70.06155321,135.2838055,92.77677323,179.7976424,43.64144548,323.9843689,3.432329908,0.958528679,0.013420078,15.23013498,4.339829134
310.312553,46.99901887,134.4798991,7.078547303,39.07965437,1002.705893,12.15339429,Rice,Kharif,,,,,189.4138618,38.20119705,33.27950084,78.40992644,21.09336824,39.76174963,39.60763952,96.48063396,348.4589975,33.45838592,246.4679937,3.935170432,0.858917908,0.038899459,10.59220133,8.707285911
159.5012009,57.79223746,128.1571854,6.831260166,21.33517641,833.4967777,21.59524562,Barley,Kharif,,,,,73.04278303,28.15125168,36.77880016,33.35476232,32.03981133,39.49231997,128.4825603,29.63043717,189.077514,32.66055386,339.7290492,6.414673555,1.170161552,0.016917794,18.16372442,5.828456534
183.9763867,38.89134109,372.8880458,5.788486605,11.86110291,1936.741666,14.34943499,Wheat,Rabi,,,,,77.00270676,53.18114872,23.03376363,79.69272762,14.58849289,96.55809518,98.52100428,29.52861438,240.6184263,42.47372998,179.6967928,9.442398523,1.329665015,0.010296054,5.943988557,3.463157096
309.8069013,17.03849134,300.7600789,7.014094723,20.17915802,1424.615883,18.43692614,Sorghum,Zaid,,,,,115.040905,88.52575219,32.96914457,70.75406305,47.71221952,56.94186434,33.8162449,94.78894354,303.3854714,88.72716916,271.0984372,6.591052726,0.663549697,0.030056748,13.76764843,8.414949546
165.5689414,17.51114753,348.7860398,5.793009764,25.17794963,258.1238258,10.45202731,Barley,Rabi,,,,,171.0349022,77.74913919,21.69611603,43.86761003,21.63627229,22.35408532,138.349547,43.66175211,164.4828084,26.45810723,287.4895524,3.947859813,0.565101321,0.016448612,19.24528239,5.016891848
125.7630416,51.13391723,363.6936701,6.343016439,14.8576902,1739.623284,20.00824671,Wheat,Rabi,,,,,94.08840935,90.711379,26.09091256,33.43411976,46.92003358,47.18741721,34.70362025,39.34515352,326.4290167,38.15563415,154.6075029,5.523618523,1.104239,0.04861865,13.23622157,7.661833502
230.3363409,35.81835369,271.5317056,5.857104912,29.74306654,1013.063888,23.74692303,Wheat,Rabi,,,,,88.0869387,69.26210518,40.58650221,37.59694534,23.03341758,66.75932338,91.82613555,22.84982926,313.1756323,26.01848778,131.1779779,5.123201054,1.397678909,0.018147869,11.82659451,8.697837352
332.761789,22.0314836,255.2339055,7.230184118,39.93248167,230.6324222,25.48956482,Barley,Zaid,,,,,142.9949437,30.42626917,19.75730255,66.7283939,41.27360765,46.28539348,35.88374956,42.04767478,272.0632089,39.15419749,367.5348141,2.372555759,0.717788928,0.017681411,7.00876383,9.703885251
267.9280451,39.4956728,229.1282231,6.015630285,23.55218428,1144.462785,26.58725863,Rice,Kharif,,,,,130.3422173,29.18367736,43.55384063,83.08859711,19.8474943,22.14815632,38.54401182,75.48211418,278.4491317,26.46810028,296.4530986,6.085134788,0.626937863,0.011286677,17.15283643,2.686516261
233.9165159,13.85253622,195.0839763,6.479648433,20.6418567,892.6121301,30.90728283,Maize,Zaid,,,,,59.03305467,23.84018421,25.03531415,53.4260101,36.7907561,55.54490124,136.4645177,54.08289302,149.6161022,55.58162067,229.6387716,3.008051093,0.571337556,0.023192786,10.60692335,2.067091855
106.2376533,44.91828411,230.3787883,7.739186944,22.02112501,1767.723869,15.38657268,Rice,Kharif,,,,,62.2234966,65.36639765,31.28679843,56.53867375,22.94864855,28.47250689,121.8990656,61.34962813,242.0657621,50.68489575,264.2854484,8.737952337,0.605389089,0.010964467,15.51868864,6.387399852
246.0519512,26.13960427,332.1638967,6.010790958,13.45438535,487.5897469,13.01204556,Groundnut,Kharif,,,,,146.451947,39.43089893,47.6784195,95.39024905,30.36636517,69.53280197,53.63294079,93.38364773,144.2399907,32.18352313,436.0421264,6.391703274,0.461920012,0.029955465,7.963203206,4.113927695
347.3145395,57.85354604,280.5770293,6.76951266,36.49820804,1670.282758,31.2884293,Rice,Kharif,,,,,119.7685399,78.75069131,37.25022521,44.91091588,36.95256583,69.56696802,104.4561568,29.17518261,206.2017215,32.23655256,247.0215447,8.756851861,1.016133873,0.030224426,5.627948044,5.752814318
117.8226841,28.62171754,367.756987,6.548179153,22.44476967,1159.608513,13.91532037,Rice,Zaid,,,,,195.6465787,74.89999487,35.82416451,37.26245972,33.55530021,23.02073117,125.3615482,25.69925722,372.0873995,63.82763516,154.1481448,9.648357499,0.636991282,0.012129731,9.582011788,2.581269497
219.9490061,37.31320894,233.0140043,5.545310103,21.61823234,203.7595761,34.36900203,Sorghum,Rabi,,,,,151.7797116,45.44885939,38.4643091,54.03870797,33.05122373,43.25330093,136.750877,88.15445993,280.8693522,47.09849373,272.9887193,9.545506326,1.037933234,0.019602491,9.221207922,6.012712373
316.8907294,10.69723239,282.1268736,7.481895284,29.79070819,1946.506073,31.06345573,Barley,Rabi,,,,,51.5110493,34.14413332,46.72445355,82.21454836,12.62723343,53.0949011,86.19683122,81.98846379,327.9569627,23.93364557,333.8559632,2.803434674,0.399638819,0.043284259,18.1021288,2.998845225
280.0075268,14.34681327,289.3922659,5.672614766,23.26100263,1073.968964,22.52191515,Barley,Rabi,,,,,122.152817,28.19202798,19.94054837,73.82541037,19.96307329,64.02112783,137.6999853,41.09873496,280.6880429,84.41348198,123.9973283,9.558536572,0.438548151,0.028501791,17.97010668,8.708702066
268.1942501,33.54961338,277.5091487,6.685637552,29.44700406,652.666023,34.53553562,Groundnut,Rabi,,,,,112.1671903,78.98522191,34.52964823,59.10568076,32.87357159,43.68507438,90.94200873,45.93873011,174.3862922,48.34667401,229.6723848,8.365977662,0.943370313,0.027384402,13.00841334,8.075894421
269.6707027,38.79633008,310.7901319,6.901695737,11.8433887,991.8729998,12.43441823,Groundnut,Rabi,,,,,66.007079,56.03527963,26.01575418,97.5326773,10.73268829,43.019721,112.5873651,44.82222686,286.5463284,61.37332884,249.8597586,8.221264842,0.913837133,0.037951078,5.284984184,2.592588626
177.0626108,46.00123289,171.2300405,7.071066142,34.41170031,1729.929789,17.57664403,Sorghum,Zaid,,,,,188.4813254,45.88239313,10.47421173,81.44975068,20.0257702,98.6412125,147.4835231,71.82470384,331.5086616,81.97883649,273.0258991,2.721028322,0.625811912,0.038595278,8.424869944,8.690802838
159.269798,27.49975472,253.7091333,7.221579073,38.21511859,679.3159363,25.95561038,Barley,Zaid,,,,,170.7516949,88.53224126,15.01203586,34.33029971,19.16740958,23.34902366,58.3142147,24.89692056,158.7534008,48.15112981,219.5557839,3.436117618,1.292557022,0.040478504,14.58518891,4.599667939
298.527512,51.69891317,131.2674408,6.133180959,29.46296158,466.0851533,18.75017171,Rice,Zaid,,,,,84.51288626,67.48905733,22.99967581,82.12420107,19.99424441,99.12363313,50.22255313,59.15212682,348.7338788,77.44620276,340.0843453,9.801307039,0.524456598,0.043219293,6.521126021,4.822877943
298.7306166,61.60734383,215.3533983,5.524946942,38.63697787,345.2353692,33.2093138,Maize,Zaid,,,,,88.39711383,61.44018691,32.59999885,31.68269891,31.42437998,23.82015529,71.042259,30.70983753,275.5098101,84.03265572,431.7540438,3.706961257,0.732793349,0.019290026,15.50933397,3.438428594
314.109526,56.79105933,246.3001206,7.308609156,14.54296943,665.9328569,11.6406522,Wheat,Zaid,,,,,54.802708,79.4703332,45.25899107,75.52263262,33.27841416,43.06731422,49.72788273,85.57908327,121.1970566,32.18471686,421.6193981,3.352426641,0.966614047,0.012655224,5.179433944,8.682432972
326.5749492,12.37712952,295.6672779,6.839141498,24.32248568,1582.091365,23.7352958,Cotton,Zaid,,,,,94.50761774,85.24665122,41.64456473,44.73379854,46.35991977,59.4952684,64.09953668,50.45304034,265.5379762,82.4744722,339.2498269,4.89881295,1.340653323,0.025210595,15.23805163,5.237646111
